hbar,-5.0,-4.95,-4.9,-4.8500000000000005,-4.800000000000001,-4.750000000000001,-4.700000000000001,-4.650000000000001,-4.600000000000001,-4.550000000000002,-4.500000000000002,-4.450000000000002,-4.400000000000002,-4.350000000000002,-4.3000000000000025,-4.250000000000003,-4.200000000000003,-4.150000000000003,-4.100000000000003,-4.050000000000003,-4.0000000000000036,-3.9500000000000037,-3.900000000000004,-3.850000000000004,-3.8000000000000043,-3.7500000000000044,-3.7000000000000046,-3.650000000000005,-3.600000000000005,-3.550000000000005,-3.5000000000000053,-3.4500000000000055,-3.4000000000000057,-3.350000000000006,-3.300000000000006,-3.250000000000006,-3.2000000000000064,-3.1500000000000066,-3.1000000000000068,-3.050000000000007,-3.000000000000007,-2.9500000000000073,-2.9000000000000075,-2.8500000000000076,-2.800000000000008,-2.750000000000008,-2.700000000000008,-2.6500000000000083,-2.6000000000000085,-2.5500000000000087,-2.500000000000009,-2.450000000000009,-2.4000000000000092,-2.3500000000000094,-2.3000000000000096,-2.2500000000000098,-2.20000000000001,-2.15000000000001,-2.1000000000000103,-2.0500000000000105,-2.0000000000000107,-1.9500000000000108,-1.900000000000011,-1.8500000000000112,-1.8000000000000114,-1.7500000000000115,-1.7000000000000117,-1.650000000000012,-1.600000000000012,-1.5500000000000123,-1.5000000000000124,-1.4500000000000126,-1.4000000000000128,-1.350000000000013,-1.3000000000000131,-1.2500000000000133,-1.2000000000000135,-1.1500000000000137,-1.1000000000000139,-1.050000000000014,-1.0000000000000142,-0.9500000000000144,-0.9000000000000146,-0.8500000000000147,-0.8000000000000149,-0.7500000000000151,-0.7000000000000153,-0.6500000000000155,-0.6000000000000156,-0.5500000000000158,-0.500000000000016,-0.45000000000001616,-0.40000000000001634,-0.3500000000000165,-0.3000000000000167,-0.2500000000000169,-0.20000000000001705,-0.15000000000001723,-0.10000000000001741,-0.050000000000017586,-1.7763568394002505e-14,0.04999999999998206,0.09999999999998188,0.1499999999999817,0.19999999999998153,0.24999999999998135,0.29999999999998117,0.349999999999981,0.3999999999999808,0.44999999999998064,0.49999999999998046,0.5499999999999803,0.5999999999999801,0.6499999999999799,0.6999999999999797,0.7499999999999796,0.7999999999999794,0.8499999999999792,0.899999999999979,0.9499999999999789,0.9999999999999787,1.0499999999999785,1.0999999999999783,1.1499999999999782,1.199999999999978,1.2499999999999778,1.2999999999999776,1.3499999999999774,1.3999999999999773,1.449999999999977,1.499999999999977,1.5499999999999767,1.5999999999999766,1.6499999999999764,1.6999999999999762,1.749999999999976,1.7999999999999758,1.8499999999999757,1.8999999999999755,1.9499999999999753,1.9999999999999751,2.049999999999975,2.0999999999999748,2.1499999999999746,2.1999999999999744,2.2499999999999742,2.299999999999974,2.349999999999974,2.3999999999999737,2.4499999999999735,2.4999999999999734,2.549999999999973,2.599999999999973,2.649999999999973,2.6999999999999726,2.7499999999999725,2.7999999999999723,2.849999999999972,2.899999999999972,2.9499999999999718,2.9999999999999716,3.0499999999999723,3.0999999999999712,3.14999999999997,3.199999999999971,3.2499999999999716,3.2999999999999705,3.3499999999999694,3.39999999999997,3.449999999999971,3.49999999999997,3.5499999999999687,3.5999999999999694,3.64999999999997,3.699999999999969,3.749999999999968,3.7999999999999687,3.8499999999999694,3.8999999999999684,3.9499999999999673,3.999999999999968,4.049999999999969,4.099999999999968,4.149999999999967,4.199999999999967,4.249999999999968,4.299999999999967,4.349999999999966,4.399999999999967,4.449999999999967,4.499999999999966,4.549999999999965,4.599999999999966,4.649999999999967,4.6999999999999655,4.7499999999999645,4.799999999999965,4.849999999999966,4.899999999999965,4.949999999999964
hbar,-4.95,-4.9,-4.8500000000000005,-4.800000000000001,-4.750000000000001,-4.700000000000001,-4.650000000000001,-4.600000000000001,-4.550000000000002,-4.500000000000002,-4.450000000000002,-4.400000000000002,-4.350000000000002,-4.3000000000000025,-4.250000000000003,-4.200000000000003,-4.150000000000003,-4.100000000000003,-4.050000000000003,-4.0000000000000036,-3.9500000000000037,-3.900000000000004,-3.850000000000004,-3.8000000000000043,-3.7500000000000044,-3.7000000000000046,-3.650000000000005,-3.600000000000005,-3.550000000000005,-3.5000000000000053,-3.4500000000000055,-3.4000000000000057,-3.350000000000006,-3.300000000000006,-3.250000000000006,-3.2000000000000064,-3.1500000000000066,-3.1000000000000068,-3.050000000000007,-3.000000000000007,-2.9500000000000073,-2.9000000000000075,-2.8500000000000076,-2.800000000000008,-2.750000000000008,-2.700000000000008,-2.6500000000000083,-2.6000000000000085,-2.5500000000000087,-2.500000000000009,-2.450000000000009,-2.4000000000000092,-2.3500000000000094,-2.3000000000000096,-2.2500000000000098,-2.20000000000001,-2.15000000000001,-2.1000000000000103,-2.0500000000000105,-2.0000000000000107,-1.9500000000000108,-1.900000000000011,-1.8500000000000112,-1.8000000000000114,-1.7500000000000115,-1.7000000000000117,-1.650000000000012,-1.600000000000012,-1.5500000000000123,-1.5000000000000124,-1.4500000000000126,-1.4000000000000128,-1.350000000000013,-1.3000000000000131,-1.2500000000000133,-1.2000000000000135,-1.1500000000000137,-1.1000000000000139,-1.050000000000014,-1.0000000000000142,-0.9500000000000144,-0.9000000000000146,-0.8500000000000147,-0.8000000000000149,-0.7500000000000151,-0.7000000000000153,-0.6500000000000155,-0.6000000000000156,-0.5500000000000158,-0.500000000000016,-0.45000000000001616,-0.40000000000001634,-0.3500000000000165,-0.3000000000000167,-0.2500000000000169,-0.20000000000001705,-0.15000000000001723,-0.10000000000001741,-0.050000000000017586,-1.7763568394002505e-14,0.04999999999998206,0.09999999999998188,0.1499999999999817,0.19999999999998153,0.24999999999998135,0.29999999999998117,0.349999999999981,0.3999999999999808,0.44999999999998064,0.49999999999998046,0.5499999999999803,0.5999999999999801,0.6499999999999799,0.6999999999999797,0.7499999999999796,0.7999999999999794,0.8499999999999792,0.899999999999979,0.9499999999999789,0.9999999999999787,1.0499999999999785,1.0999999999999783,1.1499999999999782,1.199999999999978,1.2499999999999778,1.2999999999999776,1.3499999999999774,1.3999999999999773,1.449999999999977,1.499999999999977,1.5499999999999767,1.5999999999999766,1.6499999999999764,1.6999999999999762,1.749999999999976,1.7999999999999758,1.8499999999999757,1.8999999999999755,1.9499999999999753,1.9999999999999751,2.049999999999975,2.0999999999999748,2.1499999999999746,2.1999999999999744,2.2499999999999742,2.299999999999974,2.349999999999974,2.3999999999999737,2.4499999999999735,2.4999999999999734,2.549999999999973,2.599999999999973,2.649999999999973,2.6999999999999726,2.7499999999999725,2.7999999999999723,2.849999999999972,2.899999999999972,2.9499999999999718,2.9999999999999716,3.0499999999999723,3.0999999999999712,3.14999999999997,3.199999999999971,3.2499999999999716,3.2999999999999705,3.3499999999999694,3.39999999999997,3.449999999999971,3.49999999999997,3.5499999999999687,3.5999999999999694,3.64999999999997,3.699999999999969,3.749999999999968,3.7999999999999687,3.8499999999999694,3.8999999999999684,3.9499999999999673,3.999999999999968,4.049999999999969,4.099999999999968,4.149999999999967,4.199999999999967,4.249999999999968,4.299999999999967,4.349999999999966,4.399999999999967,4.449999999999967,4.499999999999966,4.549999999999965,4.599999999999966,4.649999999999967,4.6999999999999655,4.7499999999999645,4.799999999999965,4.849999999999966,4.899999999999965,4.949999999999964,4.9999999999999645
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,141,333,346,140,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,72,161,234,269,166,72,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,23,69,154,200,241,168,85,35,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,29,75,146,210,203,148,107,41,21,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,18,42,82,141,165,196,133,98,66,28,11,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,21,60,79,124,146,180,144,116,57,29,16,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,15,39,61,77,113,143,159,137,98,70,41,23,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15,32,53,96,123,158,150,113,102,66,34,29,15,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
